"BirthYear","DeathYear","Description"
"1917","1994","English professional footballer"
"1917","1968","American football player"
"1917","2002","American baseball player"
"1917","1968","American baseball player"
"1917","1983","Footballer"
"1917","1988","football player and teacher"
"1918","2006","American baseball player"
"1918","1977","footballer"
"1918","1993","Welsh footballer"
"1918","2003","American baseball player"
"1918","1993","American baseball player"
"1918","1991","Irish hurler"
"1918","1983","English footballer"
"1918","1995","American baseball player"
"1918","1976","Major League Baseball pitcher"
"1918","1962","Irish hurler and gaelic footballer"
"1918","2013","Professional footballer"
"1918","1992","Scottish footballer"
"1918","2001","Welsh footballer"
"1918","1991","English footballer"
"1918","1992","American baseball player"
"1918","1981","Irish footballer"
"1918","1996","American baseball player"
"1918","2009","American baseball player"
"1918","1993","American baseball player"
"1918","2008","Italian footballer"
"1918","2008","American baseball player"
"1918","1988","American baseball player"
"1918","2008","footballer"
"1918","1993","American baseball player"
"1918","1991","Scottish footballer"
"1918","1994","Footballer"
"1918","1989","Scottish footballer"
"1918","2005","American football player"
"1918","1991","French footballer"
"1918","2004","Footballer"
"1918","1997","Association footballer"
"1918","2011","Welsh footballer"
"1918","1984","Professional American football player"
"1918","1975","footballer"
"1918","2002","Major League Baseball infielder"
"1918","2007","American football player"
"1918","2000","American baseball player"
"1918","2009","Association footballer"
"1918","1970","Association footballer"
"1918","1954","American baseball player"
"1918","1947","American baseball player"
"1918","1998","Footballer"
"1918","1990","Association footballer"
"1918","1955","German footballer"
"1918","1995","American football player"
"1918","2002","American football player executive"
"1918","1964","Professional baseball player"
"1918","1994","Footballer"
"1918","2004","footballer football coach football manager"
"1918","1964","American football player"
"1918","2003","Colombian footballer"
"1919","1980","football player and manager"
"1918","1996","American baseball player"
"1918","1990","American football coach"
"1918","1985","Northern Irish footballer"
"1918","1970","American football player"
"1918","2003","American football player"
"1918","1999","American baseball player and coach"
"1918","1993","American baseball player"
"1918","1918","Major League Baseball outfielder"
"1918","2004","Irish hurler"
"1918","2007","Gaelic footballer"
"1918","1991","Scottish footballer"
"1918","1994","Footballer"
"1918","2002","Irish footballer"
"1918","2001","English footballer"
"1918","1998","American baseball player"
"1918","2007","American football player"
"1918","1992","Major League Baseball pitcher"
"1918","1995","Professional footballer football manager"
"1918","1994","American baseball player"
"1918","1981","American baseball player"
"1918","1992","American football player"
"1918","1986","American MLB pitcher"
"1918","2010","Cuban baseball player"
"1918","1998","Major League Baseball pitcher"
"1918","1982","Footballer"
"1918","1997","American football quarterback"
"1918","1982","American football player"
"1918","1997","American baseball player"
"1918","1994","Major League Baseball pitcher"
"1918","2008","American baseball player and coach"
"1918","1986","Serbian football manager"
"1918","1980","Footballer"
"1918","1978","American baseball player"
"1918","1988","Baseball player"
"1918","2001","footballer"
"1918","1986","American football player"
"1918","2010","Burmese footballer"
"1918","1993","American baseball player"
"1918","2001","American baseball player"
"1918","1958","Major League Baseball player"
"1918","1997","Major League Baseball player"
"1918","1964","American football player"
"1918","2002","American baseball player"
"1918","1963","English footballer"
"1918","1997","English footballer"
"1918","1964","American football player"
"1918","1984","Footballer"
"1918","2013","American football player"
"1918","1979","English footballer"
"1918","1985","Olympic footballer"
"1918","2013","Hungarian footballer"
"1918","1992","American football player"
"1918","1994","American baseball player"
"1918","1967","American football player"
"1918","2008","Dutch footballer"
"1918","2001","All-American Girls Professional Baseball League player"
"1918","2003","Turkish footballer"
"1918","2003","American baseball player"
"1918","1968","Major League Baseball catcher"
"1918","2011","Player of American football"
"1918","1980","American baseball player"
"1918","1979","American baseball player"
"1918","1991","American baseball player"
"1918","1984","American football player"
"1918","1992","American baseball player and coach"
"1918","2006","Baseball player"
"1918","2000","Footballer"
"1918","1993","Footballer"
"1918","1985","American football player"
"1918","2004","American baseball player"
"1918","1992","English professional association footballer"
"1918","1989","English footballer and manager"
"1918","1991","American football player"
"1918","1988","Gaelic football player and manager"
"1918","1989","Player of American football"
"1918","1998","American football player"
"1918","1996","Major League Baseball player manager coach"
"1918","1984","All-American Girls Professional Baseball League player"
"1918","1963","American football player"
"1918","2001","American baseball player and coach"
"1918","2006","American politician"
"1918","2000","American baseball player"
"1918","1990","Footballer"
"1918","1997","footballer"
"1918","2009","Welsh footballer"
"1918","1989","American football player"
"1918","1944","Association footballer"
"1918","1997","American baseball player"
"1918","2003","Swedish footballers"
"1918","1962","Danish footballer"
"1918","1978","Italian footballer"
"1918","1991","American football player"
"1918","1990","American soccer player"
"1918","1999","Dutch footballer and football manager"
"1918","1979","Italian footballer and manager"
"1918","1987","Footballer"
"1918","1990","American football player"
"1919","1980","English footballer"
"1918","1984","Footballer"
"1918","2006","Swedish footballer and manager"
"1918","1994","Italian footballer and manager"
"1918","2005","English footballer and manager"
"1918","1989","Major League Baseball player"
"1918","2010","Irish hurler"
"1918","1974","Canadian baseball player"
"1918","2008","American baseball player"
"1918","1999","Serbian footballer"
"1918","1990","Serbian footballer"
"1918","2008","American football player"
"1918","2002","American football player"
"1918","1988","English footballer"
"1918","1988","English footballer"
"1918","1987","English footballer"
"1918","1996","American baseball player"
"1918","1998","American baseball player"
"1918","1980","English footballer"
"1918","2003","American baseball player"
"1918","2006","American baseball player"
"1918","1971","American football player"
"1918","1976","Baseball player"
"1918","2003","Major League Baseball outfielder"
"1918","1965","American baseball player"
"1918","1993","American baseball player"
"1918","1983","English footballer"
"1918","1998","Footballer"
"1918","2009","English footballer"
"1918","2007","American football guard and tackle"
"1918","1994","English footballer"
"1918","1973","footballer"
"1918","2003","Polish footballer"
"1918","2011","English professional footballer"
"1918","1999","footballer football coach"
"1918","2006","English footballer"
"1918","1998","Indian footballer"
"1918","2003","English footballer"
"1918","1980","Professional footballer"
"1918","2002","American left fielder in Major League Baseball"
"1918","1988","Irish hurler"
"1918","1983","American baseball player"
"1918","1996","American football player"
"1918","2004","Welsh footballer"
"1918","1987","American baseball player"
"1918","1988","Scottish footballer"
"1918","2002","English footballer"
"1918","1986","Major League Baseball pitcher"
"1918","1987","English footballer"
"1918","2004","English footballer"
"1918","2011","Player of American football"
"1918","1995","English footballer"
"1918","2009","Player of American football"
"1918","2005","American football player"
"1918","1997","Major League Baseball executive"
"1918","2010","Professional footballer"
"1918","2001","Footballer"
"1918","1994","Italian football player"
"1918","1965","Italian footballer"
"1918","1969","American baseball player"
"1918","2010","footballer"
"1918","1996","American baseball player"
"1918","2000","English professional football player and manager"
"1918","1985","Major League Baseball player"
"1918","1977","All-American Girls Professional Baseball League player"
"1918","2004","American football player"
"1918","2001","English footballer and manager"
"1918","1997","Major League Baseball player"
"1918","1995","American football player"
"1918","1979","American baseball player"
"1918","1951","American football player"
"1918","1990","English footballer"
"1918","1995","American baseball player"
"1918","1973","American football offensive lineman"
"1918","2006","American baseball player"
"1918","2001","American baseball player"
"1918","1994","English footballer"
"1918","1981","Professional footballer"
"1918","2006","American baseball player"
"1918","1998","Welsh footballer"
"1918","2002","Welsh footballer"
"1918","1989","Professional footballer"
"1918","1973","American baseball player"
"1918","2001","English footballer"
"1918","2000","American football player"
"1918","2009","American baseball player"
"1918","2010","Major League Baseball player"
"1918","1996","English footballer"
"1918","2004","American football end"
"1918","2007","American baseball player"
"1918","2005","American baseball player"
"1918","2003","American football player and coach"
"1918","1971","American football player"
"1918","2000","American football player"
"1918","1996","English footballer and manager"
"1918","1998","Russian football player"
"1918","1989","American baseball player"
"1918","1980","Argentine footballer and manager"
"1918","1991","Footballer"
"1918","1982","Italian footballer"
"1918","2004","Italian footballer"
"1918","1999","English footballer"
"1918","1987","Soviet footballer and manager"
"1918","1978","English footballer"
"1918","1998","Player of American football"
"1918","1988","American baseball player"
"1918","1985","Professional footballer"
"1918","1995","Scottish footballer and manager"
"1918","2007","Association footballer"
"1918","1998","American baseball player"
"1918","1965","Danish footballer"
"1918","1997","American baseball player"
"1918","2003","Baseball player"
"1918","1983","American football player"
"1918","1996","Professional footballer"
"1918","1987","Irish hurler"
"1918","2001","American baseball player"
"1918","1987","American baseball player"
"1918","1990","Irish footballer"
"1918","1970","American baseball player"
"1918","1998","Footballer; Football manager"
"1918","2000","Scottish footballer and manager"
"1918","2003","Brazilian footballer and manager"
"1918","1996","Footballer and manager"
"1918","2005","Female basbeball player"
"1918","2003","American baseball player"
"1918","1992","American baseball player"
"1918","1957","Footballer"
"1918","1999","English footballer"
"1918","1995","English footballer"
"1918","1996","English footballer"
"1918","2013","American baseball player"
"1918","1976","American baseball player and coach"
"1918","2004","All-American Girls Professional Baseball League player"
"1918","1993","American baseball player"
"1918","1992","footballer"
"1918","1978","Portuguese football player/manager"
"1918","1986","Footballer"
"1918","1978","American baseball player"
"1918","1995","Irish hurler"
"1918","1979","American baseball player"
"1918","2007","Footballer"
"1918","1987","footballer"
"1918","1989","Footballer"
"1918","1962","American football player"
"1918","1997","American baseball player"
"1918","1983","Baseball player"
"1918","1992","American football player"
"1918","1987","Major League Baseball player"
"1918","2005","American baseball player and coach"
"1918","2006","Austrian football player and manager"
"1918","1982","American baseball player"
"1918","1990","American baseball player"
"1918","2002","American football player"
"1918","1998","Player of American football"
"1918","1994","American baseball player"
"1918","1941","English footballer"
"1918","2010","Major League Baseball player scout"
"1918","1999","Footballer"
"1918","2000","Professional footballer"
"1918","2005","Mexican football player and manager"
"1918","1994","American football player"
"1918","1979","English footballer"
"1918","1993","Romanian footballer"
"1918","1981","American football player"
"1918","1992","American baseball player"
"1918","2006","American baseball player"
"1918","1944","American football player"
"1918","1978","Scottish footballer"
"1918","1977","Venezuelan baseball player"
"1918","2006","American football player"
"1918","2002","American baseball player"
"1918","1959","American football player"
"1918","2001","American baseball player"
"1918","1966","Baseball pitcher"
"1918","1986","Italian footballer and manager"
"1918","1995","Argentine footballer and manager"
"1918","2000","American baseball player"
"1918","1970","Turkish footballer"
"1918","1999","American baseball player"
"1918","2000","English footballer"
"1918","2006","Major League Baseball second baseman"
"1918","2008","Scottish footballer"
"1918","1993","Association footballer"
"1918","1983","American baseball player"
"1918","2008","American football player"
"1918","1990","American baseball player"
"1918","1972","English cricketer"
"1918","1982","American baseball player"
"1918","1980","American baseball player"
"1918","2011","American soccer player"
"1918","1979","American football player"
"1918","2000","English footballer"
"1918","2005","American football players"
"1918","1990","American baseball player"
"1918","2011","Spanish footballer"
"1918","1984","footballer"
"1918","2010","American baseball player"
"1918","1979","English footballer"
"1918","1983","Argentine footballer"
"1918","1985","argentine footballer"
"1918","2005","Icelandic footballer and manager"
"1919","2002","All-American Girls Professional Baseball League player"
"1919","1989","American football player"
"1919","2010","Footballer"
"1919","1992","Professional footballer"
"1919","1979","English footballer and manager"
"1919","2010","American baseball player"
"1919","1998","English footballer"
"1919","1975","Welsh footballer"
"1919","2002","American football player"
"1919","1991","American baseball player"
"1919","1974","American football player"
"1919","1975","English footballer"
"1919","1977","American football player"
"1919","1966","American baseball player"
"1919","1958","American baseball player"
"1919","1986","American baseball player"
"1919","2009","Professional footballer coach"
"1919","1995","Scottish footballer"
"1919","1972","American baseball player"
"1919","1993","English footballer"
"1919","2001","All-American Girls Professional Baseball League player"
"1919","1993","Professional American football player"
"1919","2005","Player of American football"
"1919","1997","Association footballer"
"1919","1996","English footballer and manager"
"1919","2005","German footballer"
"1919","2002","Footballer"
"1919","1987","English footballer"
"1919","2001","Professional footballer cach manager"
"1919","1985","Footballer"
"1919","2007","Association footballer"
"1919","1982","English footballer"
"1919","1999","Irish hurler"
"1919","1999","English footballer"
"1919","2000","Scottish footballer"
"1919","1986","Major League Baseball umpire"
"1919","1990","American football player announcer"
"1919","1970","English footballer"
"1919","1991","American baseball player"
"1919","1993","Footballer"
"1919","1995","Association footballer"
"1919","1981","German footballer"
"1919","1969","Welsh footballer"
"1919","2012","Footballer"
"1919","2008","American baseball player"
"1919","2001","American baseball player"
"1919","1988","American baseball player"
"1919","1988","American baseball player"
"1919","1975","Footballer"
"1919","2001","Association footballer"
"1919","1991","Former professional footballer"
"1919","1964","American Major League Baseball player Major League Baseball manager"
"1919","1981","Irish footballer"
"1919","1981","footballer"
"1919","2003","English footballer"
"1919","2011","American baseball player"
"1919","1999","American Major League Baseball infielder"
"1919","2002","American soccer player"
"1919","2002","Swedish footballer and manager"
"1919","1999","German football player and manager"
"1919","2013","American soccer player"
"1919","2010","All-American Girls Professional Baseball League player"
"1919","1982","American football player"
"1919","1981","American baseball player and coach"
"1919","1991","American baseball player"
"1919","1997","Australian soccer player"
"1919","2002","English footballer"
"1919","1993","English footballer"
"1919","1999","English footballer"
"1919","2009","Irish hurler"
"1919","1977","Dominican Republic baseball player"
"1919","1981","American baseball player"
"1919","1961","American baseball player"
"1919","1987","American baseball player"
"1919","2002","English footballer"
"1919","1996","American football player"
"1919","2009","American football player"
"1919","2007","American baseball player"
"1919","1993","Footballer"
"1919","1999","American baseball player"
"1919","2002","American baseball player"
"1919","2007","American baseball player"
"1919","1993","Footballer"
"1919","1990","American baseball player"
"1919","1996","English footballer and manager"
"1919","1980","American professional baseball player"
"1919","1969","English footballer"
"1919","1989","American baseball player"
"1919","1984","German footballer"
"1919","2003","Player of American football"
"1919","1981","Professional footballer"
"1919","1949","Italian footballer"
"1919","1970","Canadian baseball player"
"1919","1989","English footballer"
"1919","2012","Professional footballer football manager"
"1919","1944","English footballer"
"1919","2010","Professional footballer"
"1919","2003","English footballer"
"1919","1998","American baseball player"
"1919","1985","Albanian footballer"
"1919","2003","American football player"
"1919","2003","American baseball player"
"1919","2006","Major League Baseball third baseman"
"1919","1998","American football player"
"1919","1997","English footballer and manager"
"1919","1997","American baseball player"
"1919","1981","American football player"
"1919","2002","American baseball player"
"1919","1997","American baseball player"
"1919","2003","English footballer"
"1919","1985","English footballer and manager"
"1919","1992","English footballer"
"1919","1962","English footballer"
"1919","1962","American baseball player"
"1919","1973","English footballer and manager"
"1919","1992","English footballer"
"1919","1986","English footballer"
"1919","2000","American baseball player"
"1919","1983","German football player and manager"
"1919","1993","Scottish footballer"
"1919","1991","footballer"
"1919","1973","Danish footballer"
"1919","2012","Association footballer"
"1919","2011","American baseball player and coach"
"1919","1998","Spanish footballer"
"1919","1992","American football player"
"1919","1977","Footballer"
"1919","1992","American football player"
"1919","2013","American baseball player"
"1919","1998","American baseball player"
"1919","1994","American baseball player"
"1919","1989","American baseball player"
"1919","1990","American baseball player"
"1919","2007","Canadian baseball player"
"1919","2002","American baseball player"
"1919","1988","American baseball player"
"1919","1995","American baseball player"
"1919","2002","Irish footballer"
"1919","1972","American baseball player"
"1919","1991","Polish footballer"
"1919","2003","American baseball player"
"1919","1983","English footballer"
"1919","2009","American football player"
"1919","2002","American football player"
"1919","1991","English footballer"
"1919","1983","American football player"
"1919","1985","American baseball player"
"1919","1992","American football offensive guard"
"1919","1994","Former professional footballer"
"1919","2004","English footballer"
"1919","1952","Gaelic footballer"
"1919","1998","footballer football manager"
"1919","2009","Argentine footballer and manager"
"1919","1990","American baseball player"
"1919","2005","Footballer"
"1919","1979","Footballer"
"1919","1985","English footballer."
"1919","1993","footballer"
"1919","1984","American baseball player"
"1919","2013","American baseball player"
"1919","1977","Major League Baseball center fielder"
"1919","2012","American football player"
"1919","1987","Polish footballer"
"1919","2009","Footballer"
"1919","1994","Professional footballer"
"1919","1973","Scottish footballer"
"1919","2005","Footballer"
"1919","1995","American football player"
"1919","2007","American baseball player"
"1919","2005","English footballer"
"1921","2002","Footballer"
"1919","1992","American baseball pitcher"
"1919","1992","American football player"
"1919","2011","Danish footballer"
"1919","2002","Irish hurler"
"1919","2004","American football player"
"1919","2010","American baseball player and coach"
"1919","1999","American baseball player"
"1919","1994","American baseball player"
"1919","1998","Cuban baseball player"
"1919","1976","English footballer"
"1919","1999","Footballer"
"1919","1998","American football player"
"1919","2003","Professional footballer"
"1919","1984","Footballer"
"1919","1992","Italian football player and manager"
"1919","1986","Italian footballer"
"1919","2008","Major League Baseball pitcher"
"1919","2012","American baseball player"
"1919","1944","American football player"
"1919","1999","American football player"
"1919","1996","American baseball player"
"1919","2003","Footballer"
"1919","2002","English footballer"
"1919","1948","Argentine footballer"
"1919","1984","Italian footballer and manager"
"1919","1944","Association footballer"
"1919","1975","English footballer"
"1919","2013","Dutch soccer player who played for Philips Sport Vereniging."
"1919","1970","American football player and coach"
"1919","1994","English footballer"
"1919","1998","American baseball player"
"1919","1957","American football player"
"1919","1977","American baseball player and coach"
"1919","1992","Footballer"
"1919","1964","American baseball player"
"1919","1987","Footballer"
"1919","2008","Irish hurler"
"1919","2007","American baseball player"
"1919","1993","Professional footballer"
"1919","2004","American baseball player"
"1919","2002","American baseball manager"
"1919","2001","Player of American football"
"1919","2004","English footballer and manager"
"1919","1987","American football player and coach"
"1919","1989","English footballer"
"1919","1991","English footballer"
"1919","1989","Welsh footballer"
"1919","1955","American football player"
"1919","1994","English footballer"
"1919","2001","English footballer"
"1919","2006","Northern Irish footballer"
"1919","2000","footballer"
"1919","1987","Italian footballer"
"1919","1969","American baseball player"
"1919","1993","Footballer"
"1919","2006","Hungarian footballer"
"1919","1995","Cuban baseball player"
"1919","1998","American baseball player"
"1919","1979","American football player"
"1919","2001","American football player"
"1919","1987","Footballer"
"1919","2000","Uruguayan footballer"
"1919","1988","English footballer"
"1919","1980","American baseball player"
"1919","1994","Major League Baseball pitcher"
"1919","1983","Major League Baseball player"
"1919","2007","Professional baseball player"
"1919","2005","American football player"
"1919","2004","English footballer and manager"
"1919","1992","English footballer"
"1919","2006","English footballer"
"1919","2005","Baseball player"
"1919","1989","English footballer"
"1919","1978","American baseball player"
"1919","1990","Scottish footballer"
"1919","1999","English footballer"
"1919","2004","American baseball player"
"1919","2008","American baseball player"
"1919","2001","American baseball player"
"1919","1996","English footballer and manager"
"1919","2005","Footballer"
"1919","1990","English footballer"
"1919","1980","American football player"
"1919","1984","American baseball player"
"1919","2007","Major League Baseball player"
"1919","1996","American football player"
"1919","1996","American baseball player"
"1919","2005","Italian footballer"
"1919","1979","Major League Baseball right fielder"
"1919","1995","American baseball player"
"1919","1978","English footballer"
"1919","1999","Russian footballer"
"1919","1992","American football player"
"1919","1988","Major League Baseball pitcher"
"1919","2000","Footballer"
"1919","1963","Irish hurler"
"1919","2008","English footballer and manager"
"1919","1993","American football player"
"1919","1999","Association footballer"
"1919","2008","Footballer"
"1919","1993","Footballer"
"1919","1980","American baseball player"
"1919","1984","English footballer"
"1919","1982","American baseball player"
"1919","2003","American football player"
"1919","1985","American football player"
"1919","1996","Scottish footballer"
"1919","2001","Scottish footballer"
"1919","1984","Scottish footballer"
"1919","1971","Scottish footballer"
"1919","1985","Irish footballer"
"1919","1984","Professional footballer"
"1919","2002","Footballer"
"1919","2000","Scottish footballer"
"1919","1972","American baseball manager"
"1919","1997","English footballer"
"1919","1986","English footballer"
"1919","1989","American baseball player"
"1919","1990","German footballer"
"1919","1985","English footballer"
"1919","2012","American baseball player"
"1919","2003","All-American Girls Professional Baseball League player"
"1919","1992","American baseball player"
"1919","2005","Italian football manager"
"1919","1986","Footballer"
"1919","1975","footballer"
"1919","1992","American football player"
"1919","1998","American baseball player"
"1919","2003","Welsh footballer"
"1919","1996","American football player"
"1919","1972","American football player"
"1919","2005","Scottish footballer"
"1919","2006","English footballer"
"1919","1956","Cricketer and footballer"
"1919","1981","American baseball player"
"1919","1994","American football player"
"1919","1998","American football player"
"1919","1998","American professional football player"
"1919","1985","Argentine footballer-manager"
"1919","1995","American baseball player"
"1919","1981","American football player"
"1919","2007","English footballer"
"1919","1992","German footballer and manager"
"1919","1980","American baseball player"
"1919","1989","American baseball player"
"1919","1981","Major League Baseball pitcher"
"1919","1977","Football player"
"1919","1992","American baseball player"
"1919","1996","Scottish footballer"
"1919","2004","American baseball player"
"1919","1993","Northern Irish footballer"
"1919","1983","American baseball player"
"1919","1999","English footballer"
"1919","2005","English footballer"
"1919","2011","Baseball player and manager"
"1919","1999","English footballer"
"1919","1989","American baseball player"
"1919","1974","American football player"
"1919","1972","American baseball player"
"1919","1996","Spanish footballer"
"1919","2008","Scottish footballer"
"1919","1987","Polish footballer"
"1919","2001","Major League Baseball pitcher"
"1919","1980","Guatemalan footballer"
"1919","2009","Costa Rican footballer"
"1919","2009","Argentine footballer and manager"
"1919","1963","American football player"
"1919","1972","American football player"
"1919","2004","English footballer"
"1919","2002","American baseball player"
"1919","1947","Association footballer"
"1919","1990","Scottish footballer"
"1919","2001","Scottish footballer"
"1919","2001","American baseball player"
"1919","2011","American baseball player"
"1919","1986","Welsh footballer"
"1919","1991","Footballer"
"1919","1994","American baseball player"
"1919","2012","All-American Girls Professional Baseball League player"
"1919","1997","American football player"
"1919","1995","Irish footballer and manager"
"1919","1969","American football player"
"1919","1994","English footballer and manager"
"1919","1977","American baseball player"
"1919","2001","American baseball player"
"1919","2012","American baseball player and coach"
"1919","1986","American baseball player"
"1919","1960","American baseball player"
"1919","1976","American baseball player"
"1919","2006","Irish footballer"
"1920","1999","All-American Girls Professional Baseball League player"
"1920","2000","American football player"
"1920","1991","English footballer"
"1920","1987","English footballer"
"1920","2013","American soccer player and coach"
"1920","2004","American football player and coach"
"1920","1995","English footballer"
"1920","2004","English footballer"
"1920","1998","English footballer and manager"
"1920","1966","English footballer"
"1920","1995","Professional footballer"
"1920","1991","American football player"
"1920","2006","Football (soccer) player"
"1920","1985","English footballer"
"1920","2007","English footballer"
"1920","1983","English footballer"
"1920","1972","American football player and coach"
"1920","1993","Italian footballer"
"1920","2002","Danish footballer"
"1920","1995","American football player"
"1920","1976","English footballer"
"1920","2002","Welsh footballer"
"1920","1978","Association footballer"
"1920","1986","Association footballer"
"1920","1994","American baseball player"
"1920","1993","American baseball player"
"1920","1977","American football player"
"1920","2013","American football player"
"1920","2002","English footballer"
"1920","2002","American football player"
"1920","1995","American baseball player"
"1920","2011","All-American Girls Professional Baseball League player"
"1920","1993","Player of American and Canadian football"
"1920","2010","Recipient of the Purple Heart medal"
"1920","1964","American football player"
"1920","1991","Swedish footballer and manager"
"1920","2004","American baseball player and coach"
"1920","2003","Cuban baseball player"
"1920","2002","American football player"
"1920","1980","Association footballer"
"1920","1989","American baseball player"
"1920","1997","footballer"
"1920","2000","American football player"
"1920","2012","American baseball player"
"1920","1986","American baseball player"
"1920","1983","English footballer"
"1920","1941","Association footballer"
"1920","1951","German footballer"
"1920","2002","German footballer"
"1920","1977","German football player and manager"
"1920","2003","Footballer"
"1920","2004","American baseball player"
"1920","2010","American baseball player"
"1920","1970","American baseball player"
"1920","1967","American baseball player"
"1920","1993","German footballer"
"1920","1978","American baseball player"
"1920","2000","English footballer"
"1920","1987","English footballer"
"1920","1955","American baseball player"
"1920","2004","English professional association footballer"
"1920","1970","American baseball player"
"1920","2009","American football player"
"1920","1994","American football player"
"1920","1998","American baseball player and coach"
"1920","2005","Irish hurler"
"1920","2003","American baseball player"
"1920","1990","American baseball player"
"1920","1960","American baseball player"
"1920","1956","American football player"
"1920","1971","Player of American football"
"1920","1993","Welsh footballer"
"1920","2006","Footballer"
"1920","1985","English footballer and manager"
"1920","1971","American baseball player and coach"
"1920","1995","Footballer"
"1920","2002","Welsh footballer"
"1920","1999","Major League Baseball pitcher"
"1920","2005","Cuban baseball player"
"1920","1982","American football player"
"1920","2000","American baseball player"
"1920","1975","American baseball player"
"1920","2002","Footballer"
"1920","2004","American baseball player"
"1920","1992","Football player and coach"
"1920","1993","Welsh footballer"
"1920","1993","Scottish footballer"
"1920","2004","English footballer and manager"
"1920","1975","Professional footballer"
"1924","1972","Scottish footballer"
"1920","1995","English footballer"
"1920","2003","Welsh footballer"
"1920","1999","All-American Girls Professional Baseball League player"
"1920","2012","Chilean footballer"
"1920","1979","Italian footballer"
"1920","2008","Scottish footballer"
"1920","2005","American baseball player and coach"
"1920","1969","Footballer"
"1920","2002","American baseball player"
"1920","1948","American football player"
"1920","2000","English cricketer"
"1920","1971","Welsh footballer"
"1920","2013","American Major League baseball player"
"1920","1993","Polish footballer"
"1920","2002","American baseball player"
"1920","1961","American football player and shot putter"
"1920","2005","Professional footballer"
"1920","1984","Footballer"
"1920","2007","Professional footballer"
"1920","2003","English footballer"
"1920","1958","English footballer"
"1920","2012","Footballer"
"1920","2009","English footballer"
"1920","1996","English footballer and manager"
"1920","1959","Brazilian footballer"
"1920","1998","German football manager"
"1920","2006","footballer"
"1920","1984","Swedish footballer"
"1920","2006","Russian footballer"
"1920","1990","footballer"
"1920","2003","Association footballer"
"1920","2009","American baseball player"
"1920","1992","Argentine footballer"
"1920","2012","French footballer"
"1920","2000","All-American Girls Professional Baseball League player"
"1920","1981","American baseball player"
"1920","1989","Italian footballer and manager"
"1920","2000","American baseball player"
"1920","1995","Professional footballer"
"1920","1996","footballer"
"1920","1987","American baseball player"
"1920","1999","American baseball player"
"1920","1996","Major League Baseball pitcher"
"1920","1999","American baseball player"
"1920","1991","American baseball player"
"1920","1990","American football player"
"1920","1988","American football player"
"1920","2011","Baseball player manager and scout"
"1920","1999","American baseball player"
"1920","1996","American baseball player"
"1920","2006","American baseball player"
"1920","1988","English footballer and manager"
"1920","2002","Major League Baseball first baseman"
"1920","1991","German footballer"
"1920","1990","Danish footballer"
"1920","1983","Polish footballer"
"1920","1981","Scottish footballer"
"1920","2001","Major League Baseball player"
"1920","1996","English footballer"
"1920","1982","American football player"
"1920","2010","Gaelic football player"
"1920","2002","American football player"
"1920","2010","American football player"
"1920","2000","American football player"
"1920","2012","American football player"
"1920","2000","Footballer"
"1920","2012","Spanish professional footballer"
"1920","1991","American baseball player"
"1920","1988","footballer"
"1920","1989","footballer"
"1920","1987","English footballer"
"1920","2010","American baseball player"
"1920","2004","Brazilian footballer and manager"
"1920","2013","Major League Baseball player"
"1920","2008","American football player and coach"
"1920","1992","Slovak footballer"
"1920","1982","American football player"
"1920","2004","Welsh footballer"
"1920","2001","Footballer"
"1920","1996","Association footballer"
"1920","2007","American baseball player"
"1920","1973","Gaelic football player"
"1920","1992","Irish footballer and manager"
"1920","1993","Irish footballer"
"1920","1993","Italian footballer and manager"
"1920","1995","Scottish footballer"
"1920","1993","English footballer"
"1920","1994","Professional footballer"
"1920","2005","English footballer"
"1920","2006","American baseball player"
"1920","2003","American baseball player"
"1920","1986","English footballer"
"1920","2008","English footballer and manager"
"1920","1997","English footballer"
"1920","1979","American football player"
"1920","1983","Argentine footballer and manager"
"1920","1982","Footballer"
"1920","1986","footballer"
"1920","1998","American football running back"
"1920","2008","American football player"
"1920","1990","American football player"
"1920","1942","Major League Baseball catcher"
"1920","2005","American football player"
"1920","2014","American professional football player"
"1920","1973","Irish hurler"
"1920","1984","Footballer"
"1920","1994","Italian footballer and manager"
"1920","1998","Footballer"
"1920","2003","Scottish footballer"
"1920","1999","Serbian footballer"
"1920","2005","Association footballer"
"1920","2009","Scottish footballer and manager"
"1920","1980","American football player"
"1920","2013","Footballer"
"1920","1999","Footballer manager"
"1920","1942","English footballer"
"1920","2008","Dutch footballer and manager"
"1920","1986","German footballer and manager"
"1920","2006","Footballer"
"1920","2004","English footballer"
"1920","2000","Footballer"
"1920","2008","English footballer"
"1920","1979","American football player"
"1920","2011","American football player"
"1920","1996","Brazilian footballer and manager"
"1920","2009","English footballer"
"1920","2005","American baseball player"
"1920","2013","English footballer"
"1920","1975","American baseball player"
"1920","2012","American baseball player"
"1920","2008","American baseball player"
"1920","1998","Professional footballer"
"1920","1977","American football player"
"1920","2008","Professional footballer"
"1920","2004","English footballer and manager"
"1920","1993","English footballer"
"1920","1993","American football player"
"1920","1979","English footballer and manager"
"1920","2008","American baseball player"
"1920","2006","All-American Girls Professional Baseball League player"
"1920","1987","Italian footballer"
"1920","1998","Footballer"
"1920","1990","Italian footballer"
"1920","2002","Player of American and Canadian football"
"1920","1969","Major League Baseball pitcher"
"1920","1972","English footballer"
"1920","1958","Professional footballer"
"1920","2003","English footballer"
"1920","1997","American baseball player"
"1920","2008","Major League Baseball player"
