"BirthYear","DeathYear","Description"
"1862","1896","Major League Baseball player"
"1862","1891","American baseball player"
"1862","1931","American baseball player"
"1862","1950","Professional baseball player and manager"
"1862","1937","American baseball player"
"1862","1940","American baseball player"
"1862","1932","American baseball player"
"1862","1892","Major League Baseball player"
"1862","1901","English footballer"
"1862","1891","American baseball player"
"1862","1903","American baseball player"
"1862","1921","American baseball player"
"1862","1925","English footballer"
"1862","1896","American baseball player"
"1862","1928","Footballer"
"1862","1932","Footballer"
"1862","1930","Major League Baseball player"
"1862","1921","Professional baseball player"
"1862","1948","American baseball player"
"1862","1926","American baseball player"
"1862","1930","English footballer"
"1862","1887","Major League Baseball player burgoo"
"1862","1929","American baseball player"
"1862","1902","Major League Baseball player"
"1862","1914","American baseball player"
"1862","1917","Major League Baseball manager"
"1862","1930","Scottish footballer"
"1862","2000","Footballer"
"1862","1950","English footballer"
"1862","1935","Footballer & surgeon"
"1862","1893","American baseball player"
"1862","1946","Professional footballer"
"1862","1918","English footballer"
"1862","1930","English footballer"
"1862","1914","Major League Baseball player"
"1862","1910","American baseball player"
"1862","1917","American baseball player"
"1862","1931","Scottish footballer"
"1862","1940","American baseball player"
"1862","1937","Footballer"
"1862","1933","American baseball player"
"1862","1922","American baseball player"
"1862","2000","Footballer"
"1862","1935","Major League Baseball player"
"1862","1938","American baseball player"
"1862","1932","American baseball player"
"1862","1929","American baseball player and manager"
"1862","1889","Major League Baseball player"
"1862","1894","American baseball player"
"1862","1922","English footballer"
"1862","1903","Major League Baseball player"
"1862","1912","American baseball player"
"1862","1934","American baseball player"
"1862","1895","American baseball player"
"1862","1897","American baseball player"
"1862","1929","Footballer"
"1862","1916","American baseball player"
"1862","1894","American baseball player"
"1862","1925","American baseball player"
"1862","1914","American baseball player"
"1862","1917","American baseball player"
"1862","1952","American baseball player"
"1862","1931","Footballer"
"1862","1937","English footballer"
"1862","1943","Scottish footballer"
"1862","1939","English footballer"
"1862","1956","American baseball manager and owner"
"1862","1896","American baseball player"
"1862","1950","American baseball player"
"1862","1930","American baseball player"
"1862","1943","American baseball player"
"1862","1955","Welsh footballer"
"1862","1899","American baseball pitcher"
"1862","1926","English footballer"
"1862","1908","English footballer"
"1863","1917","American baseball player"
"1863","1914","American baseball player"
"1863","1910","American baseball player"
"1863","1944","Irish footballer"
"1863","1907","American baseball player"
"1863","1908","English footballer"
"1863","1925","American baseball player"
"1863","1928","Major League Baseball player"
"1863","1935","American baseball player"
"1863","1939","American baseball player"
"1863","1895","English footballer"
"1863","1941","American baseball player"
"1863","1897","Footballer"
"1863","1905","American baseball player"
"1863","1936","English footballer"
"1863","1901","American baseball player"
"1863","1945","English footballer"
"1863","1937","Major League Baseball player"
"1863","1934","Major League Baseball player"
"1863","1921","Scottish footballer"
"1863","1940","American baseball player"
"1863","1923","English footballer"
"1863","1918","English footballer"
"1863","1922","American baseball player and coach"
"1863","1935","American baseball player"
"1863","1895","American baseball player"
"1863","1953","Footballer"
"1863","1932","American baseball player"
"1863","1929","Footballer"
"1863","1930","English footballer"
"1863","1929","American baseball player"
"1863","1927","American baseball player"
